tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
"Bahnhof Gransee - Umbau zum Jugendfreizeitzentrum, Los 4 - Starkstromanlagen u. Fernmelde- und Informationstechnik","Amt Gransee und Gemeinden, Fachbereich I",2024-10-08,not specified,not specified,not specified,08.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Errichtung eines 4-geschossigen Wohnheims in Cottbus; VE 04 - Technische Ausrüstung (AG 4 bis 8),Berufsförderungswerk der Bauindustrie  Berlin-Brandenburg e.V.,2024-10-22,21.11.24,not specified,not specified,22.10.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
"eisenhüttenstädter Freizeitzentrum, 15890 Eisenhüttenstadt Neuanbindung Regenentwässerung Hof","Stadt Eisenhüttenstadt, Fachbereich Stadtentwicklung",2024-08-23,not specified,not specified,not specified,23.08.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Um- und Ausbau Güterschuppen Bernau - Planungsleistungen (Angebotsphase),Stadt Bernau bei Berlin,2024-06-16,not specified,not specified,not specified,16.06.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Freizeit, Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
"Rote Kaserne West - WA8 - Planungsleistung Technische Gebäudeausrüstung für die Anlagengruppen 1-3,gemäß § 53 - 56 HOAI",ProPotsdam GmbH,2024-08-27,not specified,not specified,not specified,27.08.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Errichtung eines 4-geschossigen Wohnheims in Cottbus; VE 03 - Technische Ausrüstung (AG 1 bis 3),Berufsförderungswerk der Bauindustrie  Berlin-Brandenburg e.V.,2024-10-24,not specified,not specified,not specified,24.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Errichtung eines 4-geschossigen Wohnheims in Cottbus; VE 01 - Objektplanung Gebäude (Architektur): (LP 5 bis 9),Berufsförderungswerk der Bauindustrie  Berlin-Brandenburg e.V.,2024-10-24,not specified,not specified,not specified,24.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Errichtung eines 4-geschossigen Wohnheims in Cottbus; VE 02 - Tragwerksplanung: (LP 3 bis 6 und 8),Berufsförderungswerk der Bauindustrie  Berlin-Brandenburg e.V.,2024-10-24,not specified,not specified,not specified,24.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Errichtung eines 4-geschossigen Wohnheims in Cottbus; VE 05 - Freianlagen,Berufsförderungswerk der Bauindustrie  Berlin-Brandenburg e.V.,2024-10-24,not specified,not specified,not specified,24.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Textilreinigungsleistungen für 10 Einrichtungen der Rolandstadt Perleberg,Rolandstadt Perleberg,2024-11-12,09.12.24,not specified,not specified,12.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Freizeit,Brandenburg
Rahmenvereinbarung Entwicklungsprozess Barrierefreier Tourismus,TMB Tourismus-Marketing Brandenburg GmbH,2024-11-07,02.12.24,not specified,not specified,07.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Tourismus,Brandenburg
Herstellung & Lieferung von Digitalen Informationsstelen,Landesamt für Umwelt,2024-10-02,not specified,not specified,not specified,02.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Tourismus, Besucher",Brandenburg
"Beschaffung von Hardware und Lizenzen - u. a. Firewall, NAS, Serverschrank",TMB Tourismus-Marketing Brandenburg GmbH,2024-11-15,not specified,not specified,not specified,15.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Tourismus,Brandenburg
Betrieb und Weiterentwicklung der Internetplattform Tourismusnetzwerk Brandenburg,TMB Tourismus-Marketing Brandenburg GmbH,2024-11-12,16.12.24,not specified,not specified,12.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Tourismus,Brandenburg
Touristische Umsetzunghilfen für Kommunalabgabengesetz (KAG) Brandenburg,TMB Tourismus-Marketing Brandenburg GmbH,2024-10-24,18.11.24,not specified,not specified,24.10.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Tourismus,Brandenburg
RV Lieferung von Besucher und Konferenzstühlen für die unmittelbare und mittelbare Landesverwaltung Brandenburg,Zentraldienst der Polizei des Landes Brandenburg,2024-11-05,not specified,not specified,not specified,05.11.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Sanierung und Modernisierung Lottenhof,Landeshauptstadt Potsdam vertreten durch die ProPotsdam GmbH,2024-11-08,13.12.24,not specified,not specified,08.11.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Planungsleistung Geh- Radweg Historische Stadtkerne,"Stadt Oranienburg, Der Bürgermeister",2024-11-07,not specified,not specified,not specified,07.11.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"Gerüstbauarbeiten 1. - 2 . BA, Neues Palais im Park Sanssouci, Sanierung Dachgeschoss  2. BA",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-11-08,not specified,not specified,not specified,08.11.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Raumlufttechnische Anlagen Besucherempfang Neues Palais,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-10-18,19.11.24,not specified,not specified,18.10.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"WC-Container, Besucherzentrum Historische Mühle im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-06-11,not specified,not specified,not specified,11.06.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Besucher, Museum, Besucherzentrum",Brandenburg
"Spezialtiefbau Neugestaltung Besuchereingang, Neues Palais",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-06-25,not specified,not specified,not specified,25.06.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"Besucherzentrum Historische Mühle, Rückbau Pflasterflächen",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-06-30,not specified,not specified,not specified,30.06.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Besucher, Museum, Besucherzentrum",Brandenburg
"Rohrleitungs- und Kanalbau, Besucherzentrum Historische Mühle im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-07-23,not specified,not specified,not specified,23.07.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Besucher, Besucherzentrum",Brandenburg
"Holzrestaurierung, Neugestaltung Besuchereingang, Neues Palais im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-10-08,not specified,not specified,not specified,08.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Baustelleneinrichtung Neugestaltung Besuchereingang Neues Palais,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-10-17,not specified,not specified,not specified,17.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Restaurierung Stuckmarmor Besuchereingang,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-10-22,not specified,not specified,not specified,22.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Sicherheitsfahrgerüst für Untersuchungen von Wandgemälden im Neuen Palais,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-11-05,not specified,not specified,not specified,05.11.24,VOB/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"Restaurierung Naturstein, Neugestaltung Besuchereingang, Neues Palais im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-09-13,not specified,not specified,not specified,13.09.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"Gerüstbauarbeiten, Neugestaltung Besuchereingang, Neues Palais im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-09-16,not specified,not specified,not specified,16.09.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"Textilrestaurierung, Neugestaltung Besuchereingang, Neues Palais im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-09-30,not specified,not specified,not specified,30.09.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
"Restaurierung Metall und Leuchter, Neugestaltung Besuchereingang, Neues Palais im Park Sanssouci",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2024-11-04,not specified,not specified,not specified,04.11.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Kita Kunterbunt und Nachbarschaftshaus Kyritz - Los 309 Trockenbau,Stadt Kyritz,2024-11-09,10.12.24,not specified,not specified,09.11.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Kita Kunterbunt und Nachbarschaftshaus Kyritz - Los 304 Gerüstarbeiten,Stadt Kyritz,2024-10-20,not specified,not specified,not specified,20.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Besucher,Brandenburg
Museum und Gedenkstätte Sachsenhausen,Brandenburgischer Landesbetrieb für Liegenschaften und Bauen,2024-11-08,not specified,not specified,not specified,08.11.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
"Museum und Gedenkstätte Sachsenhausen, Wiedererrichtung Lagermauer nach Sturmschaden",Brandenburgischer Landesbetrieb für Liegenschaften und Bauen,2024-09-10,not specified,not specified,not specified,10.09.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Los N011 Aufzug Museum - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-08-29,not specified,not specified,not specified,29.08.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Los N004 Gerüstbau Museum - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-10-20,not specified,not specified,not specified,20.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Stadt Cottbus OV 136-2024 Sicherheitsdienstleistungen Stadtmuseum und Wendisches Museum,Stadtverwaltung Cottbus,2024-09-25,not specified,not specified,not specified,25.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
"Ingenieurleistungen und Bauleitung Umbau in der Dauerausstellung des Filmmuseums Potsdam, Einbau eines Vermittlungsraumes",Filmuniversität Babelsberg KONRAD WOLF,2024-11-05,not specified,not specified,not specified,05.11.24,Sonstige Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Museum, Ausstellung",Brandenburg
Vergabe eines öffentlichen Dienstleistungsauftrages - Verkehrsleistungen im Straßenbahnverkehr nach Art. 5 Abs. 3 VO (EG) 1370/2007 - hier: Straßenbahnlinie 88,Landkreis Oder-Spree,2024-11-05,not specified,not specified,not specified,05.11.24,SektVO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Los N007 Tischlerarbeiten - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-11-07,not specified,not specified,not specified,07.11.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Los K007 Tischlerarbeiten - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-06-29,not specified,not specified,not specified,29.06.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
WH Los K007 Tischlerarbeiten - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-08-13,not specified,not specified,not specified,13.08.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
"Los K002 - Kultur|Kloster|Kyritz Fassade, Rohbau, Innenputz",Stadt Kyritz,2024-08-13,not specified,not specified,not specified,13.08.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Los K007 Tischlerarbeiten inkl. restauratorischer Aufarbeitung Fenster/Türen und Neubau nach histrorischem Vorbild (Denkmalschutz) - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-10-27,not specified,not specified,not specified,27.10.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Los N011  Aufzug - Kultur|Kloster|Kyritz,Stadt Kyritz,2024-11-07,not specified,not specified,not specified,07.11.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Ertüchtigung der Beleuchtung als energetische und gestaltungstechnische Sanierung für das Kunstmuseum für moderne Kunst Dieselkraftwerk Cottbus,Brandenburgische Kulturstiftung Cottbus-Frankfurt (Oder),2024-10-24,not specified,not specified,not specified,24.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Museum, Konzept",Brandenburg
Social Media Marketing,"Stadt Forst (Lausitz), Die Bürgermeisterin, Fachbereich Bauverwaltung",2024-11-13,not specified,not specified,not specified,13.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Sanierung der Ev. Kirche Sietzing - Archäologie,Ev. Kirchengemeinde Neutrebbin-Oderbruch,2019-05-21,not specified,not specified,not specified,21.05.19,VOB/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Akustikoptimierung Foyer Sammlung Filmmuseum Potsdam,Filmuniversität Babelsberg KONRAD WOLF,2024-10-10,not specified,not specified,not specified,10.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
"Gemeinde Schorfheide/Jagdschloss Schorfheide - Museumsscheune, hier: Salzsanierung Mauerwerk (Mauerwerkssanierung)",Gemeinde Schorfheide,2024-09-03,not specified,not specified,not specified,03.09.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Museum,Brandenburg
Produktion einer Dauerausstellung mit taktilen Elementen (ex post Veröffentlichung),Brandenburgische Provinzial-Genossenschaft des Johanniterordens,2023-11-15,not specified,not specified,not specified,15.11.23,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Ausstellung,Brandenburg
"Baumkontrollen an kommunalen Bäumen der Stadt Altlandsberg, Ortsteil Altlandsberg",Stadt Altlandsberg,2024-10-28,21.11.24,not specified,not specified,28.10.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Ausstellung,Brandenburg
Rahmenvertrag Pflasterarbeiten und Entwässerung,Stadt Altlandsberg,2024-10-22,21.11.24,not specified,not specified,22.10.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Ausstellung,Brandenburg
Rahmenvertrag Asphaltarbeiten,Stadt Altlandsberg,2024-10-22,21.11.24,not specified,not specified,22.10.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Ausstellung,Brandenburg
"Audioproduktion, Produktion Führung Gebärdensprache, Sonderausstellung ""Koloniale Kontexte""",Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,2022-10-05,20.10.22,not specified,not specified,05.10.22,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Ausstellung,Brandenburg
Wittenberge - Planungsleistungen Technische Ausrüstung Wasserturm und Trinkhalle,Stadtverwaltung Wittenberge,2024-08-13,not specified,not specified,not specified,13.08.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Ausstellung, Studie, Gartenschau",Brandenburg
"Druck Kunstkatalog Auerbach, Grundig",Stadt Eberswalde,2024-10-30,20.11.24,not specified,not specified,30.10.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Ausstellung,Brandenburg
Stufe 2: Neubau Verwaltungsstandort,Abfallentsorgungsverband Schwarze Elster,2024-07-05,not specified,not specified,not specified,05.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Ideenskizze,Brandenburg
Regenwassermanagement - Konzept Krampnitz,Entwicklungsträger Potsdam GmbH Treuhänder der Stadt,2024-10-30,not specified,not specified,not specified,30.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Konzept, Machbarkeit, Analyse",Brandenburg
Rückversetzung: Beschaffung eines zentralen Querverbundleitsystems und zugehöriger Dienstleistungen,Stadtwerke Oranienburg GmbH,2024-11-07,20.11.24,not specified,not specified,07.11.24,SektVO TNW,https://vergabemarktplatz.brandenburg.de,"Konzept, Beratung, Analyse",Brandenburg
SDEI Müncheberg Klimaschrank,Senckenberg Gesellschaft für Naturforschung,2024-07-08,not specified,not specified,not specified,08.07.24,Sonstige Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
"Finanzamt Kyritz, Unterhaltsreinigung",Brandenburgischer Landesbetrieb für Liegenschaften und Bauen (BLB) - Zentrale Vergabestelle,2024-10-24,18.11.24,not specified,not specified,24.10.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Gebäudeensemble Joachimsthalsches Gymnasium Templin | Projektsteuerungsleistungen,Stiftung Gebäudeensemble Joachimsthalsches Gymnasium Templin,2024-08-21,not specified,not specified,not specified,21.08.24,VOL/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Konzept, Masterplan, Gutachten",Brandenburg
Konzeption und Umsetzung des Programms sowie Betrieb des Kochstudios in der Brandenburg-Halle auf der Grünen Woche 2025 (GW 2025),"Ministerium für Landwirtschaft, Umwelt und Klimaschutz Brandenburg",2024-10-11,not specified,not specified,not specified,11.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Gebäudeensembles Joachimsthalsches Gymnasium Templin | Planungsleistungen des Leistungsbildes Tragwerksplanung und Bauphysik,Stiftung Gebäudeensemble Joachimsthalsches Gymnasium Templin,2024-08-22,not specified,not specified,not specified,22.08.24,VOL/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Konzept, Masterplan, Gutachten",Brandenburg
"Gebäudeensemble Joachimsthalsches Gymnasium Templin | LOS 6 - Planungsleistungen der Technischen Ausrüstung, AGR 1 bis 3 und 7",Stiftung Gebäudeensemble Joachimsthalsches Gymnasium Templin,2024-11-04,not specified,not specified,not specified,04.11.24,VOL/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Konzept, Masterplan, Gutachten",Brandenburg
"Gebäudeensemble Joachimsthalsches Gymnasium Templin | LOS 7 - Planungsleistungen der Technischen Ausrüstung, AGR 4 bis 6 und 8",Stiftung Gebäudeensemble Joachimsthalsches Gymnasium Templin,2024-11-04,not specified,not specified,not specified,04.11.24,VOL/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Konzept, Masterplan, Gutachten",Brandenburg
"Maßnahme 1.4.1. im INTERREG VIA-Vorhaben ""Mobile Doppelstadt"" für die Stadt Frankfurt (Oder) und die Gemeinde Slubice,  Erarbeitung eines Konzeptes nachhaltiger, multimodaler Mobilität und Verkehr","Stadt Frankfurt (Oder), Bereich des Oberbürgermeisters, Rechtsamt, Zentrale Vergabestelle",2024-10-29,25.11.24,not specified,not specified,29.10.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Planungsleistungen - Umbau Rathaus,Stadt Luckenwalde Kreisstadt des Kreises Teltow-Fläming,2017-02-13,not specified,not specified,not specified,13.02.17,VOL/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Konzept, Beratung",Brandenburg
Gefahrenabwehrbedarfsplan | Löschwasserkonzept,Amt Brück,2024-11-06,05.12.24,not specified,not specified,06.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Bildungscampus Wittstock/Dosse - Schulzentrum,Stadt Wittstock/Dosse - Der Bürgermeister,2019-05-07,03.06.19,not specified,not specified,07.05.19,VgV TNW,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
"Generalplanerleistung für Sanierung und Erweiterung - Feuerwehrgebäude OT Friedrichsthal ""FFW Nord"" als gemeinsame Ortsfeuerwehr für Friedrichsthal und Malz","Stadt Oranienburg, Der Bürgermeister",2024-10-23,21.11.24,not specified,not specified,23.10.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,"Konzept, Gutachten",Brandenburg
Rahmenvereinbarung für  IT-Service- und Betriebsdienstleistungen,Brandenburgischer IT-Dienstleister,2024-11-08,09.12.24,not specified,not specified,08.11.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Untersuchung von 4 Messanomalien in der Oranienburger Havel,"Stadt Oranienburg, Der Bürgermeister",2024-08-09,not specified,not specified,not specified,09.08.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Briesen App,Amt Odervorland,2024-10-30,18.11.24,not specified,not specified,30.10.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,"Konzept, Beratung",Brandenburg
Stadt Cottbus VVmöTw 265/2024  - Planungsleistungen Radweg Anbindung OT Skadow,Stadtverwaltung Cottbus,2024-11-05,19.11.24,not specified,not specified,05.11.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Grundlagenermittlung zur Neuerarbeitung der Strategie Stadtentwicklung und Wohnen des MIL,Ministerium für Infrastruktur und Landesplanung,2024-11-06,25.11.24,not specified,not specified,06.11.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,Konzept,Brandenburg
Planungsleistungen Erschließung des 4.BA (Planstraße N3) in Krampnitz - Verkehrliche und leitungsgebundene Erschließung - Kopie,Entwicklungsträger Potsdam GmbH Treuhänder der Stadt,2024-10-18,19.11.24,not specified,not specified,18.10.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Masterplan,Brandenburg
Fachplanungsleistungen zu Schadstoffen in Objekten - bauliche und technische Anlagen gemäß AHO-Schriftenreihe Heft Nr. 43,Stiftung Gebäudeensemble Joachimsthalsches Gymnasium Templin,2024-08-20,not specified,not specified,not specified,20.08.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Masterplan,Brandenburg
Planungsleistungen Erschließung des 4.BA (Planstraße N3) in Krampnitz - Verkehrliche und leitungsgebundene Erschließung,Entwicklungsträger Potsdam GmbH Treuhänder der Stadt,2024-10-15,not specified,not specified,not specified,15.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Masterplan,Brandenburg
Regionale Stoffstromanalyse und Prüfung der Machbarkeit des Ausbaus der Medientrassen und der Etablierung von FuE-Strukturen am Standort Schwedt/Oder,Stadt Schwedt/Oder,2024-05-15,not specified,not specified,not specified,15.05.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
Machbarkeitsuntersuchung zur Umgestaltung der Haltestelle am Platz der Einheit,Landeshauptstadt Potsdam,2024-11-07,28.11.24,not specified,not specified,07.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Machbarkeit,Brandenburg
"Neubau FTZ Strausberg, Los 01 - Baustelleneinrichtung","Landkreis Märkisch-Oderland / Amt für Digitalisierung, Organisation und Personal",2024-09-26,not specified,not specified,not specified,26.09.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Machbarkeit,Brandenburg
Machbarkeitsstudie und Konzeptionierung eines mobilen Prototyps zur regionalen Faser-Schäben-Trennung für Hanfstroh,Klimapraxis   –   gemeinnützige UG,2024-11-15,not specified,not specified,not specified,15.11.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
Machbarkeitsstudie Industrie- und Gewerbegebiet Pinnow,Stadt Schwedt/Oder für die mitverwaltete Gemeinde Pinnow,2024-10-15,not specified,not specified,not specified,15.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
"Erstellung einer Machbarkeitsstudie (Lph. 2-4) für die Kläranlage Gardelegen, KSI",Wasserverband Gardelegen,2024-10-30,not specified,not specified,not specified,30.10.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
Machbarkeitsstudie zu Einsatzmöglichkeiten von Bussen mit emissionsfreien Antrieben,Landkreis Prignitz - GB V Kreisstraßen und Immobilien,2024-10-16,19.11.24,not specified,not specified,16.10.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
Machbarkeitsstudie Brückenbauwerk,Gemeinde Schönefeld,2024-11-08,29.11.24,not specified,not specified,08.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
Machbarkeitsstudie zur Einführung von alternativen Antrieben für Omnibusse,Verkehrsbetriebe Brandenburg an der Havel GmbH,2024-09-11,not specified,not specified,not specified,11.09.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
Machbarkeitsanalyse und techn. Umsetzungsplanung zur Entwicklung eines Eventboots,Regionale Planungsgemeinschaft Uckermark-Barnim,2024-10-22,not specified,not specified,not specified,22.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Machbarkeitsanalyse",Brandenburg
"AZ THW BRB, Machbarkeitsstudie",Brandenburgischer Landesbetrieb für Liegenschaften und Bauen,2024-10-25,not specified,not specified,not specified,25.10.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie",Brandenburg
"Stadt Cottbus - VHVmöTw 81/2024 - barrierefreier Zugang Eingangsbereich Tierpark: Technische Gebäudeausrüstung Fachplanung Elektro, ALG 4, 5, 7 gemäß HOAI 2021",Stadtverwaltung Cottbus,2024-09-13,not specified,not specified,not specified,13.09.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Studie, Machbarkeitsstudie, Gutachten",Brandenburg
Energieliefercontracting für Wärmeversorgung Quartier Reiherweg,ProPotsdam GmbH vertreten durch die GEWOBA Wohnungsverwaltungsgesellschaft Potsdam mbH,2024-11-06,not specified,not specified,not specified,06.11.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Machbarkeit,Brandenburg
Projektsteuerung und Koordination für die Erstellung des B-Planes und die Änderung des Flächennutzungsplanes für das Gewerbegebiet II,Gemeinde Schönwalde-Glien,2024-11-08,25.11.24,not specified,not specified,08.11.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Machbarkeit, Machbarkeitsstudie, Gutachten",Brandenburg
