tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
Rahmenvertrag Regionales Beratungs- und Qualifizierungsprojekt für Gründungsinteressierte Märkisch-Oderland,STIC Wirtschaftsfördergesellschaft Märkisch-Oderland mbH essierte Märkisch-Oderland,2023-01-27,not specified,not specified,not specified,27.01.23,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,"Beratung, Studie",Brandenburg
Beratungskontingent digitale Transformation,Carl-Thiem-Klinikum Cottbus gGmbH,2024-07-24,not specified,not specified,not specified,24.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Planungsleistung Coworking-Space-Raum- und Bauakustik,Bekotec GmbH,2024-07-24,not specified,not specified,not specified,24.07.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Betrieb einer Kontakt- und Beratungsstelle für Menschen mit einer psychischen Erkrankung in der Landeshauptstadt Potsdam,"Landeshauptstadt Potsdam, Bereich Vergabemanagement",2024-08-02,03.09.24,not specified,not specified,02.08.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Projektsteuerung und Fachberatung energetische Saniereung,Medizinische Universität Lausitz - Carl Thiem,2024-07-25,21.08.24,not specified,not specified,25.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
"Aufstockung Kreativitätshaus (Haus 13) - Elektrotechnik, Fernmeldetechnik 1. OG",Da-Vinci-Campus-Nauen gGmbH,2024-07-15,not specified,not specified,not specified,15.07.24,VOB/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Attraktive Arbei in der Logistik,Attraktive Arbeit in der Logistik,2020-06-28,not specified,not specified,not specified,28.06.20,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
IT - Service für die drei Schulen der Gemeinde Brieselang,Gemeinde Brieselang,2024-07-12,not specified,not specified,not specified,12.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Erstellung einer medialen Kampagne zur Unterstützung der  Öffentlichkeitsarbeit im Bereich der Versorgungs- und Beratungsstrukturen der Pflege für die kreisfreie Stadt Frankfurt (Oder),"Stadt Frankfurt (Oder), Bereich des Oberbürgermeisters, Rechtsamt, Zentrale Vergabestelle",2024-07-30,22.08.24,not specified,not specified,30.07.24,UVgO TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Begleitende Evaluierung ESF+ Brandenburg,"Ministerium für Wirtschaft, Arbeit und Energie des Landes Brandenburg",2024-07-04,not specified,not specified,not specified,04.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Rahmenvereinbarung: Beratungsleistungen für Kampfmittelsuche 2024,"Stadt Oranienburg, Der Bürgermeister",2024-08-02,12.08.24,not specified,not specified,02.08.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Sanierung Turnhalle und Neubau Funktionstrakt Luckenwalde,Stadt Luckenwalde,2024-07-07,09.08.24,not specified,not specified,07.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
"BV ""Hort Kinderland"" - Los 2: Technische Ausrüstung",Gemeinde Mühlenbecker Land,2024-07-21,19.08.24,not specified,not specified,21.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Ausschreibung einer Rahmenvereinbarung  zum Abruf von Leistungen betreffend die Umstellung auf SAP S/4HANA,Medizinische Universität Lausitz - Carl Thiem,2024-07-24,22.08.24,not specified,not specified,24.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
"BV ""Hort Kinderland"" - Los 3: Tragwerksplanung",Gemeinde Mühlenbecker Land,2024-07-26,02.09.24,not specified,not specified,26.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Beratung,Brandenburg
Landschaftsplan Amt Odervorland,Amt Odervorland,2024-08-03,02.09.24,not specified,not specified,03.08.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,"Beratung, Analyse",Brandenburg
Erstellung einer Studie zu den Rahmenbedingungen zum Aufbau regionaler Elektrolysekapazitäten und zur Wirtschaftlichkeit einer kommunalen Elektrolysebetriebs und Wasserstoffvertriebsgesellschaft,Regionale Planungsgemeinschaft Uckermark-Barnim,2024-08-05,not specified,not specified,not specified,05.08.24,UVgO Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Campus LHP - Schaffung eines modernen Verwaltungscampus,"Kommunaler Immobilien Service (KIS), Eigenbetrieb der Landeshauptstadt Potsdam",2024-07-17,20.08.24,not specified,not specified,17.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Erarbeitung eines genehmigungsfähigen Betriebs- und Betreiberkonzeptes einschließlich der Begleitung des Genehmigungsprozesses (Los 1) und begleitendes Projektmanagement (Los 2),Landkreis Spree-Neiße,2024-07-26,03.09.24,not specified,not specified,26.07.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
"Fortschreibung des Landschaftsprogrammes Brandenburg - Fortschreibung des Teilplans ""Biologische Vielfalt""","Ministerium für Landwirtschaft, Umwelt und Klimaschutz Brandenburg",2024-07-30,04.09.24,not specified,not specified,30.07.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Dienstleistungsvertrag Fahrdienstleistungen,Deutsches Institut für Ernährungsforschung,2024-05-12,not specified,not specified,not specified,12.05.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Fortschreibung des Nationalparkplans,Nationalpark Unteres Odertal - Verwaltung,2024-07-03,not specified,not specified,not specified,03.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Studie,Brandenburg
Analyse und Charakterisierung von Werkstoffen und Fügeverfahren,BTU Cottbus-Senftenberg,2022-09-13,11.10.22,not specified,not specified,13.09.22,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Ertüchtigung der Poststraße - Baugrunduntersuchung,"Stadtverwaltung Hennigsdorf, FB Stadtentwicklung, FD Öffentliche Anlagen",2016-08-08,not specified,not specified,not specified,08.08.16,Sonstige Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Bodenanalysen und Schichtenverzeichnisse zur Einschätzung von Sanierungspotentialen für Kleingewässer im Stiftungsprojekt FROG,Stiftung Naturschutzfonds Brandenburg,2024-08-01,06.09.24,not specified,not specified,01.08.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Wasserstoffaktionsplan,REG Regionalentwicklungsgesellschaft Nordwestbrandenburg mbH,2024-06-26,15.08.24,not specified,not specified,26.06.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
"Evaluation des Marketing- und Kommunikationskonzepts zur Imagekampagne ""Die Lausitz. Krasse Gegend.""",Staatskanzlei des Landes Brandenburg,2024-07-31,14.08.24,not specified,not specified,31.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
"Entwicklung, Pflege und Support für EL.NORM",Ministerium der Justiz des Landes Brandenburg,2024-07-14,13.08.24,not specified,not specified,14.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Stadt Cottbus ÖA 175/2024 - Bodengutachten Stadtfeld Ströbitz,Stadtverwaltung Cottbus,2024-08-02,26.08.24,not specified,not specified,02.08.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,"Analyse, Gutachten",Brandenburg
Stabilisotopen-Analysegerät,Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V.,2024-07-31,not specified,not specified,not specified,31.07.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
L 49 - Kolkwitz Aufhebung Bahnübergang - Faunistische Planraumanalyse,Landesbetrieb Straßenwesen Brandenburg,2024-08-06,not specified,not specified,not specified,06.08.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Transformation des Industrieparks Schwarze Pumpe zur Förderung des Artenschutzes und zur Stärkung der Resilienz in Zeiten des Klimawandels,Zweckverband Industriepark Schwarze Pumpe (ZV ISP) vertreten durch die ASG Spremberg GmbH als Treuhänder,2024-07-26,27.08.24,not specified,not specified,26.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Ti CTD Systems für die Spurenmetalluntersuchung in marinen Wasserproben mit einem Kranzwasserschöpfer mit 24 PTFE beschichteten Schöpferflaschen für die Metallspurenanalyse,Helmholtz-Zentrum hereon GmbH,2024-07-26,26.08.24,not specified,not specified,26.07.24,VgV Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Fluoreszenzmikroskop für histologische Gewebeschnitte,Deutsches Institut für Ernährungsforschung,2024-07-17,15.08.24,not specified,not specified,17.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
"Spektralfluorometers, inkl. Zubehör",Universität Potsdam,2024-07-19,08.08.24,not specified,not specified,19.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Organisationsuntersuchung zur Geschäftsprozessverbesserung und Personalbedarfsbemessung,"Landeshauptstadt Potsdam, Bereich Vergabemanagement",2024-07-15,28.08.24,not specified,not specified,15.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Analysenwaage,Universität Potsdam,2024-07-22,09.08.24,not specified,not specified,22.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Sedimentalanalyse im Booßener Teichgebiet,Landesamt für Umwelt,2024-07-24,07.08.24,not specified,not specified,24.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
Wartung der Ölabscheideranlage im Forstbetrieb Reiersdorf inkl. Abwasseranalyse,Landesbetrieb Forst Brandenburg,2024-07-24,27.08.24,not specified,not specified,24.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Analyse,Brandenburg
"Wittenberge - Planungsleistung Freianlagen Stadtpark, Friedhofsvorplatz",Stadtverwaltung Wittenberge,2024-05-16,not specified,not specified,not specified,16.05.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gartenschau,Brandenburg
Wittenberge - Innovationsquartier,Stadtverwaltung Wittenberge,2024-05-07,not specified,not specified,not specified,07.05.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gartenschau,Brandenburg
"Neuanlage Grünanlage Saalfelder Straße, Oranienburg","Stadt Oranienburg, Der Bürgermeister",2024-08-05,27.08.24,not specified,not specified,05.08.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Herstellung einer öffentlichen Grünanlage Ritterstraße Golm,"Landeshauptstadt Potsdam, Bereich Vergabemanagement",2024-07-29,19.08.24,not specified,not specified,29.07.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Quartier 12 Drewitz - L04 - Balkonanlagen, Vordachbauwerke, Treppenanlagen",ProPotsdam GmbH,2024-02-21,not specified,not specified,not specified,21.02.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Totalunternehmerleistung zur Errichtung eines Multifunktionsgebäudes ""Haus Mühle""",Gemeinde Petershagen/Eggersdorf,2024-07-23,13.09.24,not specified,not specified,23.07.24,VOB/A TNW,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Winterdienst der Stadt Hohen Neuendorf,Stadtverwaltung Hohen Neuendorf,2024-07-19,26.08.24,not specified,not specified,19.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Planungsleistungen für den barrierefreien Ausbau von 6 Bushaltestellen im Stadtgebiet von Falkensee,Stadt Falkensee,2024-07-12,not specified,not specified,not specified,12.07.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Ingenieurleistung Freiflächenplanung, Neugestaltung Dorfplatz Stülpe, Gemeinde Nuthe-Urstromtal",Gemeinde Nuthe-Urstromtal,2024-07-19,not specified,not specified,not specified,19.07.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Erneuerung Rad-/Gehweg Gronenfelder Weg in Frankfurt (Oder), Los 1 - Wegebau und Pflanzleistung, Los 2 - Grünanlagen, Los 3 - Straßenbeleuchtung","Stadt Frankfurt (Oder), Bereich des Oberbürgermeisters, Rechtsamt, Zentrale Vergabestelle",2024-07-24,13.08.24,not specified,not specified,24.07.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Unterhaltungspflege Straßenbegleitgrün Grünflächen,Gemeinde Schönefeld,2022-02-12,not specified,not specified,not specified,12.02.22,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Stadt Cottbus OV 76-2024 Ausbau Stadtring Cottbus - Örtliche Bauüberwachung,Stadtverwaltung Cottbus,2024-07-07,not specified,not specified,not specified,07.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
"Totalunternehmerleistungen für die Errichtung eines Multifunktionsgebäudes ""Haus Mühle"" in Eggersdorf",Gemeinde Petershagen/Eggersdorf,2024-07-12,not specified,not specified,not specified,12.07.24,VOB/A Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Gerüstbauarbeiten_ABR_Spree,Amt Spreenhagen,2024-07-31,28.08.24,not specified,not specified,31.07.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Ludwigsfelde - Bushaltestelle OT Ahrensdorf,"Stadt Ludwigsfelde, FB III, FD Verkehrsinfrastruktur",2024-08-05,22.08.24,not specified,not specified,05.08.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Baumpflege und -fällungen 2024 in Frankfurt (Oder),"Stadt Frankfurt (Oder), Bereich des Oberbürgermeisters, Rechtsamt, Zentrale Vergabestelle",2024-08-06,20.08.24,not specified,not specified,06.08.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Grünanlage,Brandenburg
Feldsollrevitalisierungen Voßberg-Willmine Floristisch-faunistisches Gutachten,BUND Landesverband Brandenburg e. V.,2019-04-15,not specified,not specified,not specified,15.04.19,VOL/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"Gutachten zur Stabilisierung von LRT/ Biotopen in feuchten Hohlformen in der ""Döberitzer Heide"" (NSG, FFH, SPA) - besonders LRT 7140",Landesamt für Umwelt,2024-07-26,19.08.24,not specified,not specified,26.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Erstellung eines Rechtsgutachtens für das Modelprojekt Smarte Landregionen,Landkreis Potsdam-Mittelmark,2024-08-01,not specified,not specified,not specified,01.08.24,UVgO Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Wirtschaftsprüfer für PIK e. V.,Potsdam-Institut für Klimafolgenforschung e.V.,2024-07-26,30.08.24,not specified,not specified,26.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"Freianlagenplanung der LPh 4 bis 9 für die klimaangepasste Umgestaltung des Kultur- und Bildungsparks ""Kietz""",Stadtverwaltung Pritzwalk,2024-07-14,13.08.24,not specified,not specified,14.07.24,VgV TNW,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"KA Casekow, Mauerwerkssanierung Betriebsgebäude",Zweckverband Ostuckermärkische Wasserversorgung und Abwasserbehandlung,2024-07-18,20.08.24,not specified,not specified,18.07.24,VOB/A Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Muschel-Präsenzuntersuchung,Landesamt für Umwelt,2024-07-31,28.08.24,not specified,not specified,31.07.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Erstellung fachlicher Stellungnahmen zur Antragsprüfung für die EFRE-Richtlinie zur Förderung von Maßnahmen für ein nachhaltiges Wasser- und Stoffstrommanagement in KMU,"Ministerium für Landwirtschaft, Umwelt und Klimaschutz Brandenburg",2024-08-05,03.09.24,not specified,not specified,05.08.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Erstellung eines Rechtsgutachtens zur Schaffung bzw. Erweiterung landesrechtlicher Regelungen zum Klimaschutz und zur Klimaanpassung,"Ministerium für Landwirtschaft, Umwelt und Klimaschutz Brandenburg",2024-08-02,04.09.24,not specified,not specified,02.08.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Stadt Cottbus ÖA 177-2024 Baugrundgutachten Cottbus - OT Branitz,Stadtverwaltung Cottbus,2024-08-05,23.08.24,not specified,not specified,05.08.24,UVgO Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"OSZ Strausberg, Haus 3, Errichtung Lehrküche mit Lüftung, Los 03 - Stark- und Schwachstromanlagen","Landkreis Märkisch-Oderland / Amt für Digitalisierung, Organisation und Personal",2024-06-28,not specified,not specified,not specified,28.06.24,VOB/A Beabsichtigte Ausschreibung,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
GU Leistungen Dachsanierung Neue Zentralküche CTK - Bau und Planung,Carl-Thiem-Klinikum Cottbus gGmbH,2024-06-30,not specified,not specified,not specified,30.06.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"B112 OU Frankfurt (Oder) 3.VA - Bauwerksplanung Lph. 1, 3, 6 Baulos 2 - 4 Brücken + 4 Fledermausleitwände","Landesbetrieb Straßenwesen Brandenburg, DS Frankfurt (Oder)",2024-07-04,not specified,not specified,not specified,04.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"B112 OU Frankfurt (Oder) 3.VA - Bauwerksplanung Lph. 1, 3, 6 Baulos 1 - 5 Brücken + 2 Blendschutzwände","Landesbetrieb Straßenwesen Brandenburg, DS Frankfurt (Oder)",2024-07-04,not specified,not specified,not specified,04.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
"Stadt Cottbus - VHVmöTw 266-2023 Standortentwicklung Schmellwitzer Oberschule - Generalplanung Erweiterung, Energetische Sanierung, Standortkonzept",Stadtverwaltung Cottbus,2024-07-26,not specified,not specified,not specified,26.07.24,VgV Vergebener Auftrag,https://vergabemarktplatz.brandenburg.de,Gutachten,Brandenburg
Planer Tourist-Information der Zukunft,Kreis Euskirchen,2024-08-05,not specified,not specified,not specified,05.08.24,Sonstige Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,"Erlebnis, Destination, Tourismus, Konzept",North Rhine-Westphalia
Planungsleistungen Affenhaus,Zoo Duisburg gGmbH,2021-04-14,not specified,not specified,not specified,14.04.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Erlebnis, Besucher",North Rhine-Westphalia
"Strategie und Entwurf einer Projektskizze zur Teilnahme am EFRE-Projektaufruf "" Erlebnis.NRW"" für das Projekt ""Hohe Mark Erlebnisräume",Regionalverband Ruhr,2024-08-02,16.08.24,not specified,not specified,02.08.24,UVgO TNW,https://www.evergabe.nrw.de,"Erlebnis, Freizeit, Tourismus, Analyse",North Rhine-Westphalia
Service-Center Dienstleistungen: Angebotswettbewerb,Dortmunder Energie- und Wasserversorgung GmbH,2024-06-27,not specified,not specified,not specified,27.06.24,SektVO Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Ausschreibung Sportgeräte Waldlern- und Erlebnispfad,Zentrale Vergabestelle Stadt Lohmar,2024-07-25,not specified,not specified,not specified,25.07.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Überarbeitung der Brandschutztüren nach geltendem Brandschutzkonzept im NaturErlebnisTreff (NEsT) / Jugendwaldheim Urft des Nationalparkforstamtes Eifel,Wald und Holz NRW,2024-07-15,21.08.24,not specified,not specified,15.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Erlebnisroute Smart City Dortmund,Vergabe und Beschaffungszentrum Dortmund,2024-04-04,not specified,not specified,not specified,04.04.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Betriebsführung des AQUAparks Oberhausen,SBO Servicebetriebe Oberhausen - Eigenbetrieb der Stadt Oberhausen / Zentraleinkauf,2024-06-11,not specified,not specified,not specified,11.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Erlebnis, Freizeit, Besucher",North Rhine-Westphalia
2024-0246 Zukunftsgarten Duisburg IGA 2027 - Rahmenvertrag ökologische Baubegleitung für den Zeitraum 01.06.2024 bis 31.12.2026,Wirtschaftsbetriebe Duisburg - AöR,2024-07-10,not specified,not specified,not specified,10.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Erlebnis, Freizeit",North Rhine-Westphalia
VE 500.05 Außenanlagen,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-07-12,15.08.24,not specified,not specified,12.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Druck und Lieferung Druckerzeugnisse RUHR.TOPCARD und RuhrKulturCard,Ruhr Tourismus GmbH,2024-07-10,08.08.24,not specified,not specified,10.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Erlebnis, Tourismus",North Rhine-Westphalia
Soziale Arbeit an Schulen des Kreises Unna,Kreis Unna - Der Landrat,2024-07-16,07.08.24,not specified,not specified,16.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
VE 300.22.3 Alternative Abdichtung,Allwetterbad der Stadt Monheim am Rhein GmbH,2024-07-18,not specified,not specified,not specified,18.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
2024-0225 Bereitstellung von Reisebussen Stadtranderholung 2024,Einkauf der Stadt Duisburg (10-31),2024-05-16,not specified,not specified,not specified,16.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Erlebnis,North Rhine-Westphalia
Storytelling,Kreis Wesel -Der Landrat-,2024-06-17,not specified,not specified,not specified,17.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Erlebnis, Tourismus",North Rhine-Westphalia
Planungswettbewerb Neubau Euskirchener City-Forum (EuCF) und Plaza,"Kreisstadt Euskirchen, Der Bürgermeister",2024-07-28,not specified,not specified,not specified,28.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Streichelzoo - Freizeitpark Südlicher Teil  -  TGA PLanung,Stadt Moers,2024-07-18,not specified,not specified,not specified,18.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Interessenbekundung: Landschaftsarchitekturleistungen - Bewegungspark Hiltrup,"Stadt Münster, Zentrales Vergabemanagement",2018-11-27,not specified,not specified,not specified,27.11.18,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Bolzplatz Logenstraße - Landschaftsgärtnerische Bauleistungen für Sport- und Freizeitanlagen,"Stadt Mönchengladbach, Dezernat Planen, Bauen, Mobilität, Umwelt - VI/V - Vergabestelle -",2021-01-07,not specified,not specified,not specified,07.01.21,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Betreuungsdienstleistung Notunterkünfte GLA und LH,Bezirksregierung Münster,2024-07-22,02.09.24,not specified,not specified,22.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Erneuerung Rauch- und Wärmeabzugsanlage monte mare,Stadtverwaltung Rheinbach,2024-07-31,not specified,not specified,not specified,31.07.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"Sport- und Freizeitanlage am Stadion Niederrhein, Freianlagenplanung",SBO Servicebetriebe Oberhausen - Eigenbetrieb der Stadt Oberhausen,2021-04-12,not specified,not specified,not specified,12.04.21,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Freizeitanlage Bergelerweg - Pacouranlage Tief- und Landschaftsbau,Stadt Oelde,2024-05-08,not specified,not specified,not specified,08.05.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Freizeitanlage Bergelerweg - Fugenloser Fallschutz bzw. EPDM-Flächen,Stadt Oelde,2024-05-08,not specified,not specified,not specified,08.05.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Sanierung Kunstrasen Jugendfreizeiteinrichtung Icklack,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle",2024-06-25,not specified,not specified,not specified,25.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Reinigungsleistungen,Stadtwerke Lemgo GmbH,2020-09-23,not specified,not specified,not specified,23.09.20,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
Gebäudereinigung in Objekten der Stadt Plettenberg,Stadt Plettenberg,2021-06-09,not specified,not specified,not specified,09.06.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"2024-0124 Zukunftsgarten Duisburg IGA 2027 - Rheinpark - Objektplanung Freianlagen für das Projekt ""Erweiterung Skateanlage""","Wirtschaftsbetriebe Duisburg - AöR im Namen und für Rechnung der Stadt Duisburg, IGA2027",2024-05-12,not specified,not specified,not specified,12.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Freizeit, Besucher",North Rhine-Westphalia
Vergabe einer Trägerschaft für OGS - Johannes-Gutenberg-Schule in Wesseling,Stadtverwaltung Wesseling Der Bürgermeister,2024-05-30,not specified,not specified,not specified,30.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"Planungsleistungen Umgestaltung Außengelände  ""Gesunder Bildungscampus Nümbrecht""",Gemeinde Nümbrecht - Der Bürgermeister,2024-06-02,not specified,not specified,not specified,02.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
"Ex-post: Reinigung der Glas-, Rahmen- und Jalousieflächen an städtischen Gebäuden",Stadt Coesfeld,2024-06-18,not specified,not specified,not specified,18.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Freizeit,North Rhine-Westphalia
